dia;formato;mes;dia_semana;du;sab;dom;ferias;tipo_dia;feriado;ptes;eventos
20160304;04/03/2016;3;6;1;0;0;0;normal;0;0;0
20160305;05/03/2016;3;7;0;1;0;0;normal;0;0;0
20160306;06/03/2016;3;1;0;0;1;0;normal;0;0;0
20160307;07/03/2016;3;2;1;0;0;0;normal;0;0;0
20160308;08/03/2016;3;3;1;0;0;0;normal;0;0;0
20160309;09/03/2016;3;4;1;0;0;0;normal;0;0;0
20160310;10/03/2016;3;5;1;0;0;0;normal;0;0;0
20160311;11/03/2016;3;6;1;0;0;0;normal;0;0;0
20160312;12/03/2016;3;7;0;1;0;0;normal;0;0;0
20160313;13/03/2016;3;1;0;0;1;0;normal;0;0;0
20160314;14/03/2016;3;2;1;0;0;0;normal;0;0;0
20160315;15/03/2016;3;3;1;0;0;0;normal;0;0;0
20160316;16/03/2016;3;4;1;0;0;0;normal;0;0;0
20160317;17/03/2016;3;5;1;0;0;0;normal;0;0;0
20160318;18/03/2016;3;6;1;0;0;0;normal;0;0;0
20160319;19/03/2016;3;7;0;1;0;0;normal;0;0;0
20160320;20/03/2016;3;1;0;0;1;0;normal;0;0;0
20160321;21/03/2016;3;2;1;0;0;0;normal;0;0;0
20160322;22/03/2016;3;3;1;0;0;0;normal;0;0;0
20160323;23/03/2016;3;4;1;0;0;0;normal;0;0;0
20160324;24/03/2016;3;5;1;0;0;0;normal;0;0;0
20160325;25/03/2016;3;6;1;0;0;0;feriado;1;0;0
20160326;26/03/2016;3;7;0;1;0;0;normal;0;0;0
20160327;27/03/2016;3;1;0;0;1;0;normal;0;0;0
20160328;28/03/2016;3;2;1;0;0;0;normal;0;0;0
20160329;29/03/2016;3;3;1;0;0;0;normal;0;0;0
20160330;30/03/2016;3;4;1;0;0;0;normal;0;0;0
20160331;31/03/2016;3;5;1;0;0;0;normal;0;0;0
20160401;01/04/2016;4;6;1;0;0;0;normal;0;0;0
20160402;02/04/2016;4;7;0;1;0;0;normal;0;0;0
20160403;03/04/2016;4;1;0;0;1;0;normal;0;0;0
20160404;04/04/2016;4;2;1;0;0;0;normal;0;0;0
20160405;05/04/2016;4;3;1;0;0;0;normal;0;0;0
20160406;06/04/2016;4;4;1;0;0;0;normal;0;0;0
20160407;07/04/2016;4;5;1;0;0;0;normal;0;0;0
20160408;08/04/2016;4;6;1;0;0;0;normal;0;0;0
20160409;09/04/2016;4;7;0;1;0;0;normal;0;0;0
20160410;10/04/2016;4;1;0;0;1;0;normal;0;0;0
20160411;11/04/2016;4;2;1;0;0;0;normal;0;0;0
20160412;12/04/2016;4;3;1;0;0;0;normal;0;0;0
20160413;13/04/2016;4;4;1;0;0;0;normal;0;0;0
20160414;14/04/2016;4;5;1;0;0;0;normal;0;0;0
20160415;15/04/2016;4;6;1;0;0;0;normal;0;0;0
20160416;16/04/2016;4;7;0;1;0;0;normal;0;0;0
20160417;17/04/2016;4;1;0;0;1;0;normal;0;0;0
20160418;18/04/2016;4;2;1;0;0;0;normal;0;0;0
20160419;19/04/2016;4;3;1;0;0;0;normal;0;0;0
20160420;20/04/2016;4;4;1;0;0;0;normal;0;0;0
20160421;21/04/2016;4;5;1;0;0;0;feriado;1;0;0
20160422;22/04/2016;4;6;1;0;0;0;ponte;0;1;0
20160423;23/04/2016;4;7;0;1;0;0;normal;0;0;0
20160424;24/04/2016;4;1;0;0;1;0;normal;0;0;0
20160425;25/04/2016;4;2;1;0;0;0;normal;0;0;0
20160426;26/04/2016;4;3;1;0;0;0;normal;0;0;0
20160427;27/04/2016;4;4;1;0;0;0;normal;0;0;0
20160428;28/04/2016;4;5;1;0;0;0;normal;0;0;0
20160429;29/04/2016;4;6;1;0;0;0;normal;0;0;0
20160430;30/04/2016;4;7;0;1;0;0;normal;0;0;0
20160501;01/05/2016;5;1;0;0;1;0;feriado;1;0;0
20160502;02/05/2016;5;2;1;0;0;0;normal;0;0;0
20160503;03/05/2016;5;3;1;0;0;0;normal;0;0;0
20160504;04/05/2016;5;4;1;0;0;0;normal;0;0;0
20160505;05/05/2016;5;5;1;0;0;0;normal;0;0;0
20160506;06/05/2016;5;6;1;0;0;0;normal;0;0;0
20160507;07/05/2016;5;7;0;1;0;0;normal;0;0;0
20160508;08/05/2016;5;1;0;0;1;0;normal;0;0;0
20160509;09/05/2016;5;2;1;0;0;0;normal;0;0;0
20160510;10/05/2016;5;3;1;0;0;0;normal;0;0;0
20160511;11/05/2016;5;4;1;0;0;0;normal;0;0;0
20160512;12/05/2016;5;5;1;0;0;0;normal;0;0;0
20160513;13/05/2016;5;6;1;0;0;0;normal;0;0;0
20160514;14/05/2016;5;7;0;1;0;0;normal;0;0;0
20160515;15/05/2016;5;1;0;0;1;0;normal;0;0;0
20160516;16/05/2016;5;2;1;0;0;0;normal;0;0;0
20160517;17/05/2016;5;3;1;0;0;0;normal;0;0;0
20160518;18/05/2016;5;4;1;0;0;0;normal;0;0;0
20160519;19/05/2016;5;5;1;0;0;0;normal;0;0;0
20160520;20/05/2016;5;6;1;0;0;0;normal;0;0;0
20160521;21/05/2016;5;7;0;1;0;0;normal;0;0;0
20160522;22/05/2016;5;1;0;0;1;0;normal;0;0;0
20160523;23/05/2016;5;2;1;0;0;0;normal;0;0;0
20160524;24/05/2016;5;3;1;0;0;0;normal;0;0;0
20160525;25/05/2016;5;4;1;0;0;0;normal;0;0;0
20160526;26/05/2016;5;5;1;0;0;0;feriado;1;0;0
20160527;27/05/2016;5;6;1;0;0;0;ponte;0;1;0
20160528;28/05/2016;5;7;0;1;0;0;normal;0;0;0
20160529;29/05/2016;5;1;0;0;1;0;normal;0;0;0
20160530;30/05/2016;5;2;1;0;0;0;normal;0;0;0
20160531;31/05/2016;5;3;1;0;0;0;normal;0;0;0
20160601;01/06/2016;6;4;1;0;0;0;normal;0;0;0
20160602;02/06/2016;6;5;1;0;0;0;normal;0;0;0
20160603;03/06/2016;6;6;1;0;0;0;normal;0;0;0
20160604;04/06/2016;6;7;0;1;0;0;normal;0;0;0
20160605;05/06/2016;6;1;0;0;1;0;normal;0;0;0
20160606;06/06/2016;6;2;1;0;0;0;normal;0;0;0
20160607;07/06/2016;6;3;1;0;0;0;normal;0;0;0
20160608;08/06/2016;6;4;1;0;0;0;normal;0;0;0
20160609;09/06/2016;6;5;1;0;0;0;normal;0;0;0
20160610;10/06/2016;6;6;1;0;0;0;normal;0;0;0
20160611;11/06/2016;6;7;0;1;0;0;normal;0;0;0
20160612;12/06/2016;6;1;0;0;1;0;normal;0;0;0
20160613;13/06/2016;6;2;1;0;0;0;normal;0;0;0
20160614;14/06/2016;6;3;1;0;0;0;normal;0;0;0
20160615;15/06/2016;6;4;1;0;0;0;normal;0;0;0
20160616;16/06/2016;6;5;1;0;0;0;normal;0;0;0
20160617;17/06/2016;6;6;1;0;0;0;normal;0;0;0
20160618;18/06/2016;6;7;0;1;0;0;normal;0;0;0
20160619;19/06/2016;6;1;0;0;1;0;normal;0;0;0
20160620;20/06/2016;6;2;1;0;0;0;normal;0;0;0
20160621;21/06/2016;6;3;1;0;0;0;normal;0;0;0
20160622;22/06/2016;6;4;1;0;0;0;normal;0;0;0
20160623;23/06/2016;6;5;1;0;0;0;normal;0;0;0
20160624;24/06/2016;6;6;1;0;0;0;normal;0;0;0
20160625;25/06/2016;6;7;0;1;0;0;normal;0;0;0
20160626;26/06/2016;6;1;0;0;1;0;normal;0;0;0
20160627;27/06/2016;6;2;1;0;0;0;normal;0;0;0
20160628;28/06/2016;6;3;1;0;0;0;normal;0;0;0
20160629;29/06/2016;6;4;1;0;0;0;normal;0;0;0
20160630;30/06/2016;6;5;1;0;0;0;normal;0;0;0
20160701;01/07/2016;7;6;1;0;0;1;normal;0;0;0
20160702;02/07/2016;7;7;0;1;0;1;normal;0;0;0
20160703;03/07/2016;7;1;0;0;1;1;normal;0;0;0
20160704;04/07/2016;7;2;1;0;0;1;normal;0;0;0
20160705;05/07/2016;7;3;1;0;0;1;normal;0;0;0
20160706;06/07/2016;7;4;1;0;0;1;normal;0;0;0
20160707;07/07/2016;7;5;1;0;0;1;normal;0;0;0
20160708;08/07/2016;7;6;1;0;0;1;normal;0;0;0
20160709;09/07/2016;7;7;0;1;0;1;feriado;1;0;0
20160710;10/07/2016;7;1;0;0;1;1;normal;0;0;0
20160711;11/07/2016;7;2;1;0;0;1;normal;0;0;0
20160712;12/07/2016;7;3;1;0;0;1;normal;0;0;0
20160713;13/07/2016;7;4;1;0;0;1;normal;0;0;0
20160714;14/07/2016;7;5;1;0;0;1;normal;0;0;0
20160715;15/07/2016;7;6;1;0;0;1;normal;0;0;0
20160716;16/07/2016;7;7;0;1;0;1;normal;0;0;0
20160717;17/07/2016;7;1;0;0;1;1;normal;0;0;0
20160718;18/07/2016;7;2;1;0;0;1;normal;0;0;0
20160719;19/07/2016;7;3;1;0;0;1;normal;0;0;0
20160720;20/07/2016;7;4;1;0;0;1;normal;0;0;0
20160721;21/07/2016;7;5;1;0;0;1;normal;0;0;0
20160722;22/07/2016;7;6;1;0;0;1;normal;0;0;0
20160723;23/07/2016;7;7;0;1;0;1;normal;0;0;0
20160724;24/07/2016;7;1;0;0;1;1;normal;0;0;0
20160725;25/07/2016;7;2;1;0;0;1;normal;0;0;0
20160726;26/07/2016;7;3;1;0;0;1;normal;0;0;0
20160727;27/07/2016;7;4;1;0;0;1;normal;0;0;0
20160728;28/07/2016;7;5;1;0;0;1;normal;0;0;0
20160729;29/07/2016;7;6;1;0;0;1;normal;0;0;0
20160730;30/07/2016;7;7;0;1;0;1;normal;0;0;0
20160731;31/07/2016;7;1;0;0;1;1;normal;0;0;0
20160801;01/08/2016;8;2;1;0;0;0;normal;0;0;0
20160802;02/08/2016;8;3;1;0;0;0;normal;0;0;0
20160803;03/08/2016;8;4;1;0;0;0;normal;0;0;0
20160804;04/08/2016;8;5;1;0;0;0;normal;0;0;0
20160805;05/08/2016;8;6;1;0;0;0;normal;0;0;0
20160806;06/08/2016;8;7;0;1;0;0;normal;0;0;0
20160807;07/08/2016;8;1;0;0;1;0;normal;0;0;0
20160808;08/08/2016;8;2;1;0;0;0;normal;0;0;0
20160809;09/08/2016;8;3;1;0;0;0;normal;0;0;0
20160810;10/08/2016;8;4;1;0;0;0;normal;0;0;0
20160811;11/08/2016;8;5;1;0;0;0;normal;0;0;0
20160812;12/08/2016;8;6;1;0;0;0;normal;0;0;0
20160813;13/08/2016;8;7;0;1;0;0;normal;0;0;0
20160814;14/08/2016;8;1;0;0;1;0;normal;0;0;0
20160815;15/08/2016;8;2;1;0;0;0;normal;0;0;0
20160816;16/08/2016;8;3;1;0;0;0;normal;0;0;0
20160817;17/08/2016;8;4;1;0;0;0;normal;0;0;0
20160818;18/08/2016;8;5;1;0;0;0;normal;0;0;0
20160819;19/08/2016;8;6;1;0;0;0;normal;0;0;0
20160820;20/08/2016;8;7;0;1;0;0;normal;0;0;0
20160821;21/08/2016;8;1;0;0;1;0;normal;0;0;0
20160822;22/08/2016;8;2;1;0;0;0;normal;0;0;0
20160823;23/08/2016;8;3;1;0;0;0;normal;0;0;0
20160824;24/08/2016;8;4;1;0;0;0;normal;0;0;0
20160825;25/08/2016;8;5;1;0;0;0;normal;0;0;0
20160826;26/08/2016;8;6;1;0;0;0;normal;0;0;0
20160827;27/08/2016;8;7;0;1;0;0;normal;0;0;0
20160828;28/08/2016;8;1;0;0;1;0;normal;0;0;0
20160829;29/08/2016;8;2;1;0;0;0;normal;0;0;0
20160830;30/08/2016;8;3;1;0;0;0;normal;0;0;0
20160831;31/08/2016;8;4;1;0;0;0;normal;0;0;0
20160901;01/09/2016;9;5;1;0;0;0;normal;0;0;0
20160902;02/09/2016;9;6;1;0;0;0;normal;0;0;0
20160903;03/09/2016;9;7;0;1;0;0;normal;0;0;0
20160904;04/09/2016;9;1;0;0;1;0;normal;0;0;0
20160905;05/09/2016;9;2;1;0;0;0;normal;0;0;0
20160906;06/09/2016;9;3;1;0;0;0;normal;0;0;0
20160907;07/09/2016;9;4;1;0;0;0;feriado;1;0;0
20160908;08/09/2016;9;5;1;0;0;0;normal;0;0;0
20160909;09/09/2016;9;6;1;0;0;0;normal;0;0;0
20160910;10/09/2016;9;7;0;1;0;0;normal;0;0;0
20160911;11/09/2016;9;1;0;0;1;0;normal;0;0;0
20160912;12/09/2016;9;2;1;0;0;0;normal;0;0;0
20160913;13/09/2016;9;3;1;0;0;0;normal;0;0;0
20160914;14/09/2016;9;4;1;0;0;0;normal;0;0;0
20160915;15/09/2016;9;5;1;0;0;0;normal;0;0;0
20160916;16/09/2016;9;6;1;0;0;0;normal;0;0;0
20160917;17/09/2016;9;7;0;1;0;0;normal;0;0;0
20160918;18/09/2016;9;1;0;0;1;0;normal;0;0;0
20160919;19/09/2016;9;2;1;0;0;0;normal;0;0;0
20160920;20/09/2016;9;3;1;0;0;0;normal;0;0;0
20160921;21/09/2016;9;4;1;0;0;0;normal;0;0;0
20160922;22/09/2016;9;5;1;0;0;0;normal;0;0;0
20160923;23/09/2016;9;6;1;0;0;0;normal;0;0;0
20160924;24/09/2016;9;7;0;1;0;0;normal;0;0;0
20160925;25/09/2016;9;1;0;0;1;0;normal;0;0;0
20160926;26/09/2016;9;2;1;0;0;0;normal;0;0;0
20160927;27/09/2016;9;3;1;0;0;0;normal;0;0;0
20160928;28/09/2016;9;4;1;0;0;0;normal;0;0;0
20160929;29/09/2016;9;5;1;0;0;0;normal;0;0;0
20160930;30/09/2016;9;6;1;0;0;0;normal;0;0;0
20161001;01/10/2016;10;7;0;1;0;0;normal;0;0;0
20161002;02/10/2016;10;1;0;0;1;0;evento;0;0;1
20161003;03/10/2016;10;2;1;0;0;0;normal;0;0;0
20161004;04/10/2016;10;3;1;0;0;0;normal;0;0;0
20161005;05/10/2016;10;4;1;0;0;0;normal;0;0;0
20161006;06/10/2016;10;5;1;0;0;0;normal;0;0;0
20161007;07/10/2016;10;6;1;0;0;0;normal;0;0;0
20161008;08/10/2016;10;7;0;1;0;0;normal;0;0;0
20161009;09/10/2016;10;1;0;0;1;0;normal;0;0;0
20161010;10/10/2016;10;2;1;0;0;0;normal;0;0;0
20161011;11/10/2016;10;3;1;0;0;0;normal;0;0;0
20161012;12/10/2016;10;4;1;0;0;0;feriado;1;0;0
20161013;13/10/2016;10;5;1;0;0;0;normal;0;0;0
20161014;14/10/2016;10;6;1;0;0;0;normal;0;0;0
20161015;15/10/2016;10;7;0;1;0;0;normal;0;0;0
20161016;16/10/2016;10;1;0;0;1;0;normal;0;0;0
20161017;17/10/2016;10;2;1;0;0;0;normal;0;0;0
20161018;18/10/2016;10;3;1;0;0;0;normal;0;0;0
20161019;19/10/2016;10;4;1;0;0;0;normal;0;0;0
20161020;20/10/2016;10;5;1;0;0;0;normal;0;0;0
20161021;21/10/2016;10;6;1;0;0;0;normal;0;0;0
20161022;22/10/2016;10;7;0;1;0;0;normal;0;0;0
20161023;23/10/2016;10;1;0;0;1;0;normal;0;0;0
20161024;24/10/2016;10;2;1;0;0;0;normal;0;0;0
20161025;25/10/2016;10;3;1;0;0;0;normal;0;0;0
20161026;26/10/2016;10;4;1;0;0;0;normal;0;0;0
20161027;27/10/2016;10;5;1;0;0;0;normal;0;0;0
20161028;28/10/2016;10;6;1;0;0;0;normal;0;0;0
20161029;29/10/2016;10;7;0;1;0;0;normal;0;0;0
20161030;30/10/2016;10;1;0;0;1;0;normal;0;0;0
20161031;31/10/2016;10;2;1;0;0;0;normal;0;0;0
20161101;01/11/2016;11;3;1;0;0;0;normal;0;0;0
20161102;02/11/2016;11;4;1;0;0;0;feriado;1;0;0
20161103;03/11/2016;11;5;1;0;0;0;normal;0;0;0
20161104;04/11/2016;11;6;1;0;0;0;normal;0;0;0
20161105;05/11/2016;11;7;0;1;0;0;normal;0;0;0
20161106;06/11/2016;11;1;0;0;1;0;evento;0;0;1
20161107;07/11/2016;11;2;1;0;0;0;normal;0;0;0
20161108;08/11/2016;11;3;1;0;0;0;normal;0;0;0
20161109;09/11/2016;11;4;1;0;0;0;normal;0;0;0
20161110;10/11/2016;11;5;1;0;0;0;normal;0;0;0
20161111;11/11/2016;11;6;1;0;0;0;normal;0;0;0
20161112;12/11/2016;11;7;0;1;0;0;normal;0;0;0
20161113;13/11/2016;11;1;0;0;1;0;normal;0;0;0
20161114;14/11/2016;11;2;1;0;0;0;ponte;0;1;0
20161115;15/11/2016;11;3;1;0;0;0;feriado;1;0;0
20161116;16/11/2016;11;4;1;0;0;0;normal;0;0;0
20161117;17/11/2016;11;5;1;0;0;0;normal;0;0;0
20161118;18/11/2016;11;6;1;0;0;0;normal;0;0;0
20161119;19/11/2016;11;7;0;1;0;0;normal;0;0;0
20161120;20/11/2016;11;1;0;0;1;0;feriado;1;0;0
20161121;21/11/2016;11;2;1;0;0;0;normal;0;0;0
20161122;22/11/2016;11;3;1;0;0;0;normal;0;0;0
20161123;23/11/2016;11;4;1;0;0;0;normal;0;0;0
20161124;24/11/2016;11;5;1;0;0;0;normal;0;0;0
20161125;25/11/2016;11;6;1;0;0;0;normal;0;0;0
20161126;26/11/2016;11;7;0;1;0;0;normal;0;0;0
20161127;27/11/2016;11;1;0;0;1;0;normal;0;0;0
20161128;28/11/2016;11;2;1;0;0;0;normal;0;0;0
20161129;29/11/2016;11;3;1;0;0;0;normal;0;0;0
20161130;30/11/2016;11;4;1;0;0;0;normal;0;0;0
20161201;01/12/2016;12;5;1;0;0;1;normal;0;0;0
20161202;02/12/2016;12;6;1;0;0;1;normal;0;0;0
20161203;03/12/2016;12;7;0;1;0;1;normal;0;0;0
20161204;04/12/2016;12;1;0;0;1;1;normal;0;0;0
20161205;05/12/2016;12;2;1;0;0;1;normal;0;0;0
20161206;06/12/2016;12;3;1;0;0;1;normal;0;0;0
20161207;07/12/2016;12;4;1;0;0;1;normal;0;0;0
20161208;08/12/2016;12;5;1;0;0;1;normal;0;0;0
20161209;09/12/2016;12;6;1;0;0;1;normal;0;0;0
20161210;10/12/2016;12;7;0;1;0;1;normal;0;0;0
20161211;11/12/2016;12;1;0;0;1;1;normal;0;0;0
20161212;12/12/2016;12;2;1;0;0;1;normal;0;0;0
20161213;13/12/2016;12;3;1;0;0;1;normal;0;0;0
20161214;14/12/2016;12;4;1;0;0;1;normal;0;0;0
20161215;15/12/2016;12;5;1;0;0;1;normal;0;0;0
20161216;16/12/2016;12;6;1;0;0;1;normal;0;0;0
20161217;17/12/2016;12;7;0;1;0;1;normal;0;0;0
20161218;18/12/2016;12;1;0;0;1;1;normal;0;0;0
20161219;19/12/2016;12;2;1;0;0;1;normal;0;0;0
20161220;20/12/2016;12;3;1;0;0;1;normal;0;0;0
20161221;21/12/2016;12;4;1;0;0;1;normal;0;0;0
20161222;22/12/2016;12;5;1;0;0;1;normal;0;0;0
20161223;23/12/2016;12;6;1;0;0;1;normal;0;0;0
20161224;24/12/2016;12;7;0;1;0;1;normal;0;0;0
20161225;25/12/2016;12;1;0;0;1;1;feriado;1;0;0
20161226;26/12/2016;12;2;1;0;0;1;normal;0;0;0
20161227;27/12/2016;12;3;1;0;0;1;normal;0;0;0
20161228;28/12/2016;12;4;1;0;0;1;normal;0;0;0
20161229;29/12/2016;12;5;1;0;0;1;normal;0;0;0
20161230;30/12/2016;12;6;1;0;0;1;normal;0;0;0
20161231;31/12/2016;12;7;0;1;0;1;evento;0;0;1
20170101;01/01/2017;1;1;0;0;1;1;feriado;1;0;0
20170102;02/01/2017;1;2;1;0;0;1;normal;0;0;0
20170103;03/01/2017;1;3;1;0;0;1;normal;0;0;0
20170104;04/01/2017;1;4;1;0;0;1;normal;0;0;0
20170105;05/01/2017;1;5;1;0;0;1;normal;0;0;0
20170106;06/01/2017;1;6;1;0;0;1;normal;0;0;0
20170107;07/01/2017;1;7;0;1;0;1;normal;0;0;0
20170108;08/01/2017;1;1;0;0;1;1;normal;0;0;0
20170109;09/01/2017;1;2;1;0;0;1;normal;0;0;0
20170110;10/01/2017;1;3;1;0;0;1;normal;0;0;0
20170111;11/01/2017;1;4;1;0;0;1;normal;0;0;0
20170112;12/01/2017;1;5;1;0;0;1;normal;0;0;0
20170113;13/01/2017;1;6;1;0;0;1;normal;0;0;0
20170114;14/01/2017;1;7;0;1;0;1;normal;0;0;0
20170115;15/01/2017;1;1;0;0;1;1;normal;0;0;0
20170116;16/01/2017;1;2;1;0;0;1;normal;0;0;0
20170117;17/01/2017;1;3;1;0;0;1;normal;0;0;0
20170118;18/01/2017;1;4;1;0;0;1;normal;0;0;0
20170119;19/01/2017;1;5;1;0;0;1;normal;0;0;0
20170120;20/01/2017;1;6;1;0;0;1;normal;0;0;0
20170121;21/01/2017;1;7;0;1;0;1;normal;0;0;0
20170122;22/01/2017;1;1;0;0;1;1;normal;0;0;0
20170123;23/01/2017;1;2;1;0;0;1;normal;0;0;0
20170124;24/01/2017;1;3;1;0;0;1;normal;0;0;0
20170125;25/01/2017;1;4;1;0;0;1;feriado;1;0;0
20170126;26/01/2017;1;5;1;0;0;1;normal;0;0;0
20170127;27/01/2017;1;6;1;0;0;1;normal;0;0;0
20170128;28/01/2017;1;7;0;1;0;1;normal;0;0;0
20170129;29/01/2017;1;1;0;0;1;1;normal;0;0;0
20170130;30/01/2017;1;2;1;0;0;1;normal;0;0;0
20170131;31/01/2017;1;3;1;0;0;1;normal;0;0;0
20170201;01/02/2017;2;4;1;0;0;1;normal;0;0;0
20170202;02/02/2017;2;5;1;0;0;1;normal;0;0;0
20170203;03/02/2017;2;6;1;0;0;1;normal;0;0;0
20170204;04/02/2017;2;7;0;1;0;1;normal;0;0;0
20170205;05/02/2017;2;1;0;0;1;1;normal;0;0;0
20170206;06/02/2017;2;2;1;0;0;1;normal;0;0;0
20170207;07/02/2017;2;3;1;0;0;1;normal;0;0;0
20170208;08/02/2017;2;4;1;0;0;1;normal;0;0;0
20170209;09/02/2017;2;5;1;0;0;1;normal;0;0;0
20170210;10/02/2017;2;6;1;0;0;1;normal;0;0;0
20170211;11/02/2017;2;7;0;1;0;1;normal;0;0;0
20170212;12/02/2017;2;1;0;0;1;1;normal;0;0;0
20170213;13/02/2017;2;2;1;0;0;1;normal;0;0;0
20170214;14/02/2017;2;3;1;0;0;1;normal;0;0;0
20170215;15/02/2017;2;4;1;0;0;1;normal;0;0;0
20170216;16/02/2017;2;5;1;0;0;1;normal;0;0;0
20170217;17/02/2017;2;6;1;0;0;1;normal;0;0;0
20170218;18/02/2017;2;7;0;1;0;1;normal;0;0;0
20170219;19/02/2017;2;1;0;0;1;1;normal;0;0;0
20170220;20/02/2017;2;2;1;0;0;1;normal;0;0;0
20170221;21/02/2017;2;3;1;0;0;1;normal;0;0;0
20170222;22/02/2017;2;4;1;0;0;1;normal;0;0;0
20170223;23/02/2017;2;5;1;0;0;1;normal;0;0;0
20170224;24/02/2017;2;6;1;0;0;1;normal;0;0;0
20170225;25/02/2017;2;7;0;1;0;1;normal;0;0;0
20170226;26/02/2017;2;1;0;0;1;1;normal;0;0;0
20170227;27/02/2017;2;2;1;0;0;1;ponte;0;1;0
20170228;28/02/2017;2;3;1;0;0;1;feriado;1;0;0
20170301;01/03/2017;3;4;1;0;0;0;feriado;1;0;0
20170302;02/03/2017;3;5;1;0;0;0;normal;0;0;0
20170303;03/03/2017;3;6;1;0;0;0;normal;0;0;0
20170304;04/03/2017;3;7;0;1;0;0;normal;0;0;0
20170305;05/03/2017;3;1;0;0;1;0;normal;0;0;0
20170306;06/03/2017;3;2;1;0;0;0;normal;0;0;0
20170307;07/03/2017;3;3;1;0;0;0;normal;0;0;0
20170308;08/03/2017;3;4;1;0;0;0;normal;0;0;0
20170309;09/03/2017;3;5;1;0;0;0;normal;0;0;0
20170310;10/03/2017;3;6;1;0;0;0;normal;0;0;0
20170311;11/03/2017;3;7;0;1;0;0;normal;0;0;0
20170312;12/03/2017;3;1;0;0;1;0;normal;0;0;0
20170313;13/03/2017;3;2;1;0;0;0;normal;0;0;0
20170314;14/03/2017;3;3;1;0;0;0;normal;0;0;0
20170315;15/03/2017;3;4;1;0;0;0;normal;0;0;0
20170316;16/03/2017;3;5;1;0;0;0;normal;0;0;0
20170317;17/03/2017;3;6;1;0;0;0;normal;0;0;0
20170318;18/03/2017;3;7;0;1;0;0;normal;0;0;0
20170319;19/03/2017;3;1;0;0;1;0;normal;0;0;0
20170320;20/03/2017;3;2;1;0;0;0;normal;0;0;0
20170321;21/03/2017;3;3;1;0;0;0;normal;0;0;0
20170322;22/03/2017;3;4;1;0;0;0;normal;0;0;0
20170323;23/03/2017;3;5;1;0;0;0;normal;0;0;0
20170324;24/03/2017;3;6;1;0;0;0;normal;0;0;0
20170325;25/03/2017;3;7;0;1;0;0;normal;0;0;0
20170326;26/03/2017;3;1;0;0;1;0;normal;0;0;0
20170327;27/03/2017;3;2;1;0;0;0;normal;0;0;0
20170328;28/03/2017;3;3;1;0;0;0;normal;0;0;0
20170329;29/03/2017;3;4;1;0;0;0;normal;0;0;0
20170330;30/03/2017;3;5;1;0;0;0;normal;0;0;0
20170331;31/03/2017;3;6;1;0;0;0;normal;0;0;0
20170401;01/04/2017;4;7;0;1;0;0;normal;0;0;0
20170402;02/04/2017;4;1;0;0;1;0;normal;0;0;0
20170403;03/04/2017;4;2;1;0;0;0;normal;0;0;0
20170404;04/04/2017;4;3;1;0;0;0;normal;0;0;0
20170405;05/04/2017;4;4;1;0;0;0;normal;0;0;0
20170406;06/04/2017;4;5;1;0;0;0;normal;0;0;0
20170407;07/04/2017;4;6;1;0;0;0;normal;0;0;0
20170408;08/04/2017;4;7;0;1;0;0;normal;0;0;0
20170409;09/04/2017;4;1;0;0;1;0;normal;0;0;0
20170410;10/04/2017;4;2;1;0;0;0;normal;0;0;0
20170411;11/04/2017;4;3;1;0;0;0;normal;0;0;0
20170412;12/04/2017;4;4;1;0;0;0;normal;0;0;0
20170413;13/04/2017;4;5;1;0;0;0;normal;0;0;0
20170414;14/04/2017;4;6;1;0;0;0;feriado;1;0;0
20170415;15/04/2017;4;7;0;1;0;0;normal;0;0;0
20170416;16/04/2017;4;1;0;0;1;0;normal;0;0;0
20170417;17/04/2017;4;2;1;0;0;0;normal;0;0;0
20170418;18/04/2017;4;3;1;0;0;0;normal;0;0;0
20170419;19/04/2017;4;4;1;0;0;0;normal;0;0;0
20170420;20/04/2017;4;5;1;0;0;0;normal;0;0;0
20170421;21/04/2017;4;6;1;0;0;0;feriado;1;0;0
20170422;22/04/2017;4;7;0;1;0;0;normal;0;0;0
20170423;23/04/2017;4;1;0;0;1;0;normal;0;0;0
20170424;24/04/2017;4;2;1;0;0;0;normal;0;0;0
20170425;25/04/2017;4;3;1;0;0;0;normal;0;0;0
20170426;26/04/2017;4;4;1;0;0;0;normal;0;0;0
20170427;27/04/2017;4;5;1;0;0;0;normal;0;0;0
20170428;28/04/2017;4;6;1;0;0;0;normal;0;0;0
20170429;29/04/2017;4;7;0;1;0;0;ponte;0;1;0
20170430;30/04/2017;4;1;0;0;1;0;normal;0;0;0
20170501;01/05/2017;5;2;1;0;0;0;feriado;1;0;0
20170502;02/05/2017;5;3;1;0;0;0;normal;0;0;0
20170503;03/05/2017;5;4;1;0;0;0;normal;0;0;0
20170504;04/05/2017;5;5;1;0;0;0;normal;0;0;0
20170505;05/05/2017;5;6;1;0;0;0;normal;0;0;0
20170506;06/05/2017;5;7;0;1;0;0;normal;0;0;0
20170507;07/05/2017;5;1;0;0;1;0;normal;0;0;0
20170508;08/05/2017;5;2;1;0;0;0;normal;0;0;0
20170509;09/05/2017;5;3;1;0;0;0;normal;0;0;0
20170510;10/05/2017;5;4;1;0;0;0;normal;0;0;0
20170511;11/05/2017;5;5;1;0;0;0;normal;0;0;0
20170512;12/05/2017;5;6;1;0;0;0;normal;0;0;0
