dia;formato;mes;dia_semana;du;sab;dom;ferias;tipo_dia;feriado;ptes;eventos
20170513;13/05/2017;5;7;0;1;0;0;normal;0;0;0
20170514;14/05/2017;5;1;0;0;1;0;normal;0;0;0
20170515;15/05/2017;5;2;1;0;0;0;normal;0;0;0
20170516;16/05/2017;5;3;1;0;0;0;normal;0;0;0
20170517;17/05/2017;5;4;1;0;0;0;normal;0;0;0
20170518;18/05/2017;5;5;1;0;0;0;normal;0;0;0
20170519;19/05/2017;5;6;1;0;0;0;normal;0;0;0
20170520;20/05/2017;5;7;0;1;0;0;normal;0;0;0
20170521;21/05/2017;5;1;0;0;1;0;normal;0;0;0
20170522;22/05/2017;5;2;1;0;0;0;normal;0;0;0
20170523;23/05/2017;5;3;1;0;0;0;normal;0;0;0
20170524;24/05/2017;5;4;1;0;0;0;normal;0;0;0
20170525;25/05/2017;5;5;1;0;0;0;normal;0;0;0
20170526;26/05/2017;5;6;1;0;0;0;normal;0;0;0
20170527;27/05/2017;5;7;0;1;0;0;normal;0;0;0
20170528;28/05/2017;5;1;0;0;1;0;normal;0;0;0
20170529;29/05/2017;5;2;1;0;0;0;normal;0;0;0
20170530;30/05/2017;5;3;1;0;0;0;normal;0;0;0
20170531;31/05/2017;5;4;1;0;0;0;normal;0;0;0
20170601;01/06/2017;6;5;1;0;0;0;normal;0;0;0
20170602;02/06/2017;6;6;1;0;0;0;normal;0;0;0
20170603;03/06/2017;6;7;0;1;0;0;normal;0;0;0
20170604;04/06/2017;6;1;0;0;1;0;normal;0;0;0
20170605;05/06/2017;6;2;1;0;0;0;normal;0;0;0
20170606;06/06/2017;6;3;1;0;0;0;normal;0;0;0
20170607;07/06/2017;6;4;1;0;0;0;normal;0;0;0
20170608;08/06/2017;6;5;1;0;0;0;normal;0;0;0
20170609;09/06/2017;6;6;1;0;0;0;normal;0;0;0
20170610;10/06/2017;6;7;0;1;0;0;normal;0;0;0
20170611;11/06/2017;6;1;0;0;1;0;normal;0;0;0
20170612;12/06/2017;6;2;1;0;0;0;normal;0;0;0
20170613;13/06/2017;6;3;1;0;0;0;normal;0;0;0
20170614;14/06/2017;6;4;1;0;0;0;normal;0;0;0
20170615;15/06/2017;6;5;1;0;0;0;feriado;1;0;0
20170616;16/06/2017;6;6;1;0;0;0;ponte;0;1;0
20170617;17/06/2017;6;7;0;1;0;0;normal;0;0;0
20170618;18/06/2017;6;1;0;0;1;0;normal;0;0;0
20170619;19/06/2017;6;2;1;0;0;0;normal;0;0;0
20170620;20/06/2017;6;3;1;0;0;0;normal;0;0;0
20170621;21/06/2017;6;4;1;0;0;0;normal;0;0;0
20170622;22/06/2017;6;5;1;0;0;0;normal;0;0;0
20170623;23/06/2017;6;6;1;0;0;0;normal;0;0;0
20170624;24/06/2017;6;7;0;1;0;0;normal;0;0;0
20170625;25/06/2017;6;1;0;0;1;0;normal;0;0;0
20170626;26/06/2017;6;2;1;0;0;0;normal;0;0;0
20170627;27/06/2017;6;3;1;0;0;0;normal;0;0;0
20170628;28/06/2017;6;4;1;0;0;0;normal;0;0;0
20170629;29/06/2017;6;5;1;0;0;0;normal;0;0;0
20170630;30/06/2017;6;6;1;0;0;0;normal;0;0;0
20170701;01/07/2017;7;7;0;1;0;1;normal;0;0;0
20170702;02/07/2017;7;1;0;0;1;1;normal;0;0;0
20170703;03/07/2017;7;2;1;0;0;1;normal;0;0;0
20170704;04/07/2017;7;3;1;0;0;1;normal;0;0;0
20170705;05/07/2017;7;4;1;0;0;1;normal;0;0;0
20170706;06/07/2017;7;5;1;0;0;1;normal;0;0;0
20170707;07/07/2017;7;6;1;0;0;1;normal;0;0;0
20170708;08/07/2017;7;7;0;1;0;1;normal;0;0;0
20170709;09/07/2017;7;1;0;0;1;1;feriado;1;0;0
20170710;10/07/2017;7;2;1;0;0;1;normal;0;0;0
20170711;11/07/2017;7;3;1;0;0;1;normal;0;0;0
20170712;12/07/2017;7;4;1;0;0;1;normal;0;0;0
20170713;13/07/2017;7;5;1;0;0;1;normal;0;0;0
20170714;14/07/2017;7;6;1;0;0;1;normal;0;0;0
20170715;15/07/2017;7;7;0;1;0;1;normal;0;0;0
20170716;16/07/2017;7;1;0;0;1;1;normal;0;0;0
20170717;17/07/2017;7;2;1;0;0;1;normal;0;0;0
20170718;18/07/2017;7;3;1;0;0;1;normal;0;0;0
20170719;19/07/2017;7;4;1;0;0;1;normal;0;0;0
20170720;20/07/2017;7;5;1;0;0;1;normal;0;0;0
20170721;21/07/2017;7;6;1;0;0;1;normal;0;0;0
20170722;22/07/2017;7;7;0;1;0;1;normal;0;0;0
20170723;23/07/2017;7;1;0;0;1;1;normal;0;0;0
20170724;24/07/2017;7;2;1;0;0;1;normal;0;0;0
20170725;25/07/2017;7;3;1;0;0;1;normal;0;0;0
20170726;26/07/2017;7;4;1;0;0;1;normal;0;0;0
20170727;27/07/2017;7;5;1;0;0;1;normal;0;0;0
20170728;28/07/2017;7;6;1;0;0;1;normal;0;0;0
20170729;29/07/2017;7;7;0;1;0;1;normal;0;0;0
20170730;30/07/2017;7;1;0;0;1;1;normal;0;0;0
20170731;31/07/2017;7;2;1;0;0;1;normal;0;0;0
20170801;01/08/2017;8;3;1;0;0;0;normal;0;0;0
20170802;02/08/2017;8;4;1;0;0;0;normal;0;0;0
20170803;03/08/2017;8;5;1;0;0;0;normal;0;0;0
20170804;04/08/2017;8;6;1;0;0;0;normal;0;0;0
20170805;05/08/2017;8;7;0;1;0;0;normal;0;0;0
20170806;06/08/2017;8;1;0;0;1;0;normal;0;0;0
20170807;07/08/2017;8;2;1;0;0;0;normal;0;0;0
20170808;08/08/2017;8;3;1;0;0;0;normal;0;0;0
20170809;09/08/2017;8;4;1;0;0;0;normal;0;0;0
20170810;10/08/2017;8;5;1;0;0;0;normal;0;0;0
20170811;11/08/2017;8;6;1;0;0;0;normal;0;0;0
20170812;12/08/2017;8;7;0;1;0;0;normal;0;0;0
20170813;13/08/2017;8;1;0;0;1;0;normal;0;0;0
20170814;14/08/2017;8;2;1;0;0;0;normal;0;0;0
20170815;15/08/2017;8;3;1;0;0;0;normal;0;0;0
20170816;16/08/2017;8;4;1;0;0;0;normal;0;0;0
20170817;17/08/2017;8;5;1;0;0;0;normal;0;0;0
20170818;18/08/2017;8;6;1;0;0;0;normal;0;0;0
20170819;19/08/2017;8;7;0;1;0;0;normal;0;0;0
20170820;20/08/2017;8;1;0;0;1;0;normal;0;0;0
20170821;21/08/2017;8;2;1;0;0;0;normal;0;0;0
20170822;22/08/2017;8;3;1;0;0;0;normal;0;0;0
20170823;23/08/2017;8;4;1;0;0;0;normal;0;0;0
20170824;24/08/2017;8;5;1;0;0;0;normal;0;0;0
20170825;25/08/2017;8;6;1;0;0;0;normal;0;0;0
20170826;26/08/2017;8;7;0;1;0;0;normal;0;0;0
20170827;27/08/2017;8;1;0;0;1;0;normal;0;0;0
20170828;28/08/2017;8;2;1;0;0;0;normal;0;0;0
20170829;29/08/2017;8;3;1;0;0;0;normal;0;0;0
20170830;30/08/2017;8;4;1;0;0;0;normal;0;0;0
20170831;31/08/2017;8;5;1;0;0;0;normal;0;0;0
20170901;01/09/2017;9;6;1;0;0;0;normal;0;0;0
20170902;02/09/2017;9;7;0;1;0;0;normal;0;0;0
20170903;03/09/2017;9;1;0;0;1;0;normal;0;0;0
20170904;04/09/2017;9;2;1;0;0;0;normal;0;0;0
20170905;05/09/2017;9;3;1;0;0;0;normal;0;0;0
20170906;06/09/2017;9;4;1;0;0;0;normal;0;0;0
20170907;07/09/2017;9;5;1;0;0;0;feriado;1;0;0
20170908;08/09/2017;9;6;1;0;0;0;ponte;0;1;0
20170909;09/09/2017;9;7;0;1;0;0;normal;0;0;0
20170910;10/09/2017;9;1;0;0;1;0;normal;0;0;0
20170911;11/09/2017;9;2;1;0;0;0;normal;0;0;0
20170912;12/09/2017;9;3;1;0;0;0;normal;0;0;0
20170913;13/09/2017;9;4;1;0;0;0;normal;0;0;0
20170914;14/09/2017;9;5;1;0;0;0;normal;0;0;0
20170915;15/09/2017;9;6;1;0;0;0;normal;0;0;0
20170916;16/09/2017;9;7;0;1;0;0;normal;0;0;0
20170917;17/09/2017;9;1;0;0;1;0;normal;0;0;0
20170918;18/09/2017;9;2;1;0;0;0;normal;0;0;0
20170919;19/09/2017;9;3;1;0;0;0;normal;0;0;0
20170920;20/09/2017;9;4;1;0;0;0;normal;0;0;0
20170921;21/09/2017;9;5;1;0;0;0;normal;0;0;0
20170922;22/09/2017;9;6;1;0;0;0;normal;0;0;0
20170923;23/09/2017;9;7;0;1;0;0;normal;0;0;0
20170924;24/09/2017;9;1;0;0;1;0;normal;0;0;0
20170925;25/09/2017;9;2;1;0;0;0;normal;0;0;0
20170926;26/09/2017;9;3;1;0;0;0;normal;0;0;0
20170927;27/09/2017;9;4;1;0;0;0;normal;0;0;0
20170928;28/09/2017;9;5;1;0;0;0;normal;0;0;0
20170929;29/09/2017;9;6;1;0;0;0;normal;0;0;0
20170930;30/09/2017;9;7;0;1;0;0;normal;0;0;0
20171001;01/10/2017;10;1;0;0;1;0;normal;0;0;0
20171002;02/10/2017;10;2;1;0;0;0;normal;0;0;0
20171003;03/10/2017;10;3;1;0;0;0;normal;0;0;0
20171004;04/10/2017;10;4;1;0;0;0;normal;0;0;0
20171005;05/10/2017;10;5;1;0;0;0;normal;0;0;0
20171006;06/10/2017;10;6;1;0;0;0;normal;0;0;0
20171007;07/10/2017;10;7;0;1;0;0;normal;0;0;0
20171008;08/10/2017;10;1;0;0;1;0;normal;0;0;0
20171009;09/10/2017;10;2;1;0;0;0;normal;0;0;0
20171010;10/10/2017;10;3;1;0;0;0;normal;0;0;0
20171011;11/10/2017;10;4;1;0;0;0;normal;0;0;0
20171012;12/10/2017;10;5;1;0;0;0;feriado;1;0;0
20171013;13/10/2017;10;6;1;0;0;0;ponte;0;1;0
20171014;14/10/2017;10;7;0;1;0;0;normal;0;0;0
20171015;15/10/2017;10;1;0;0;1;0;normal;0;0;0
20171016;16/10/2017;10;2;1;0;0;0;normal;0;0;0
20171017;17/10/2017;10;3;1;0;0;0;normal;0;0;0
20171018;18/10/2017;10;4;1;0;0;0;normal;0;0;0
20171019;19/10/2017;10;5;1;0;0;0;normal;0;0;0
20171020;20/10/2017;10;6;1;0;0;0;normal;0;0;0
20171021;21/10/2017;10;7;0;1;0;0;normal;0;0;0
20171022;22/10/2017;10;1;0;0;1;0;normal;0;0;0
20171023;23/10/2017;10;2;1;0;0;0;normal;0;0;0
20171024;24/10/2017;10;3;1;0;0;0;normal;0;0;0
20171025;25/10/2017;10;4;1;0;0;0;normal;0;0;0
20171026;26/10/2017;10;5;1;0;0;0;normal;0;0;0
20171027;27/10/2017;10;6;1;0;0;0;normal;0;0;0
20171028;28/10/2017;10;7;0;1;0;0;normal;0;0;0
20171029;29/10/2017;10;1;0;0;1;0;normal;0;0;0
20171030;30/10/2017;10;2;1;0;0;0;normal;0;0;0
20171031;31/10/2017;10;3;1;0;0;0;normal;0;0;0
20171101;01/11/2017;11;4;1;0;0;0;normal;0;0;0
20171102;02/11/2017;11;5;1;0;0;0;feriado;1;0;0
20171103;03/11/2017;11;6;1;0;0;0;ponte;0;1;0
20171104;04/11/2017;11;7;0;1;0;0;normal;0;0;0
20171105;05/11/2017;11;1;0;0;1;0;evento;0;0;1
20171106;06/11/2017;11;2;1;0;0;0;normal;0;0;0
20171107;07/11/2017;11;3;1;0;0;0;normal;0;0;0
20171108;08/11/2017;11;4;1;0;0;0;normal;0;0;0
20171109;09/11/2017;11;5;1;0;0;0;normal;0;0;0
20171110;10/11/2017;11;6;1;0;0;0;normal;0;0;0
20171111;11/11/2017;11;7;0;1;0;0;normal;0;0;0
20171112;12/11/2017;11;1;0;0;1;0;evento;0;0;1
20171113;13/11/2017;11;2;1;0;0;0;normal;0;0;0
20171114;14/11/2017;11;3;1;0;0;0;normal;0;0;0
20171115;15/11/2017;11;4;1;0;0;0;feriado;1;0;0
20171116;16/11/2017;11;5;1;0;0;0;normal;0;0;0
20171117;17/11/2017;11;6;1;0;0;0;normal;0;0;0
20171118;18/11/2017;11;7;0;1;0;0;normal;0;0;0
20171119;19/11/2017;11;1;0;0;1;0;normal;0;0;0
20171120;20/11/2017;11;2;1;0;0;0;feriado;1;0;0
20171121;21/11/2017;11;3;1;0;0;0;normal;0;0;0
20171122;22/11/2017;11;4;1;0;0;0;normal;0;0;0
20171123;23/11/2017;11;5;1;0;0;0;normal;0;0;0
20171124;24/11/2017;11;6;1;0;0;0;normal;0;0;0
20171125;25/11/2017;11;7;0;1;0;0;normal;0;0;0
20171126;26/11/2017;11;1;0;0;1;0;normal;0;0;0
20171127;27/11/2017;11;2;1;0;0;0;normal;0;0;0
20171128;28/11/2017;11;3;1;0;0;0;normal;0;0;0
20171129;29/11/2017;11;4;1;0;0;0;normal;0;0;0
20171130;30/11/2017;11;5;1;0;0;0;normal;0;0;0
20171201;01/12/2017;12;6;1;0;0;1;normal;0;0;0
20171202;02/12/2017;12;7;0;1;0;1;normal;0;0;0
20171203;03/12/2017;12;1;0;0;1;1;normal;0;0;0
20171204;04/12/2017;12;2;1;0;0;1;normal;0;0;0
20171205;05/12/2017;12;3;1;0;0;1;normal;0;0;0
20171206;06/12/2017;12;4;1;0;0;1;normal;0;0;0
20171207;07/12/2017;12;5;1;0;0;1;normal;0;0;0
20171208;08/12/2017;12;6;1;0;0;1;normal;0;0;0
20171209;09/12/2017;12;7;0;1;0;1;normal;0;0;0
20171210;10/12/2017;12;1;0;0;1;1;normal;0;0;0
20171211;11/12/2017;12;2;1;0;0;1;normal;0;0;0
20171212;12/12/2017;12;3;1;0;0;1;normal;0;0;0
20171213;13/12/2017;12;4;1;0;0;1;normal;0;0;0
20171214;14/12/2017;12;5;1;0;0;1;normal;0;0;0
20171215;15/12/2017;12;6;1;0;0;1;normal;0;0;0
20171216;16/12/2017;12;7;0;1;0;1;normal;0;0;0
20171217;17/12/2017;12;1;0;0;1;1;normal;0;0;0
20171218;18/12/2017;12;2;1;0;0;1;normal;0;0;0
20171219;19/12/2017;12;3;1;0;0;1;normal;0;0;0
20171220;20/12/2017;12;4;1;0;0;1;normal;0;0;0
20171221;21/12/2017;12;5;1;0;0;1;normal;0;0;0
20171222;22/12/2017;12;6;1;0;0;1;normal;0;0;0
20171223;23/12/2017;12;7;0;1;0;1;normal;0;0;0
20171224;24/12/2017;12;1;0;0;1;1;normal;0;0;0
20171225;25/12/2017;12;2;1;0;0;1;feriado;1;0;0
20171226;26/12/2017;12;3;1;0;0;1;normal;0;0;0
20171227;27/12/2017;12;4;1;0;0;1;normal;0;0;0
20171228;28/12/2017;12;5;1;0;0;1;normal;0;0;0
20171229;29/12/2017;12;6;1;0;0;1;normal;0;0;0
20171230;30/12/2017;12;7;0;1;0;1;evento;0;0;1
20171231;31/12/2017;12;1;0;0;1;1;evento;0;0;1
20180101;01/01/2018;1;2;1;0;0;1;feriado;1;0;0
20180102;02/01/2018;1;3;1;0;0;1;normal;0;0;0
20180103;03/01/2018;1;4;1;0;0;1;normal;0;0;0
20180104;04/01/2018;1;5;1;0;0;1;normal;0;0;0
20180105;05/01/2018;1;6;1;0;0;1;normal;0;0;0
20180106;06/01/2018;1;7;0;1;0;1;normal;0;0;0
20180107;07/01/2018;1;1;0;0;1;1;normal;0;0;0
20180108;08/01/2018;1;2;1;0;0;1;normal;0;0;0
20180109;09/01/2018;1;3;1;0;0;1;normal;0;0;0
20180110;10/01/2018;1;4;1;0;0;1;normal;0;0;0
20180111;11/01/2018;1;5;1;0;0;1;normal;0;0;0
20180112;12/01/2018;1;6;1;0;0;1;normal;0;0;0
20180113;13/01/2018;1;7;0;1;0;1;normal;0;0;0
20180114;14/01/2018;1;1;0;0;1;1;normal;0;0;0
20180115;15/01/2018;1;2;1;0;0;1;normal;0;0;0
20180116;16/01/2018;1;3;1;0;0;1;normal;0;0;0
20180117;17/01/2018;1;4;1;0;0;1;normal;0;0;0
20180118;18/01/2018;1;5;1;0;0;1;normal;0;0;0
20180119;19/01/2018;1;6;1;0;0;1;normal;0;0;0
20180120;20/01/2018;1;7;0;1;0;1;normal;0;0;0
20180121;21/01/2018;1;1;0;0;1;1;normal;0;0;0
20180122;22/01/2018;1;2;1;0;0;1;normal;0;0;0
20180123;23/01/2018;1;3;1;0;0;1;normal;0;0;0
20180124;24/01/2018;1;4;1;0;0;1;normal;0;0;0
20180125;25/01/2018;1;5;1;0;0;1;feriado;1;0;0
20180126;26/01/2018;1;6;1;0;0;1;ponte;0;1;0
20180127;27/01/2018;1;7;0;1;0;1;normal;0;0;0
20180128;28/01/2018;1;1;0;0;1;1;normal;0;0;0
20180129;29/01/2018;1;2;1;0;0;1;normal;0;0;0
20180130;30/01/2018;1;3;1;0;0;1;normal;0;0;0
20180131;31/01/2018;1;4;1;0;0;1;normal;0;0;0
20180201;01/02/2018;2;5;1;0;0;1;normal;0;0;0
20180202;02/02/2018;2;6;1;0;0;1;normal;0;0;0
20180203;03/02/2018;2;7;0;1;0;1;normal;0;0;0
20180204;04/02/2018;2;1;0;0;1;1;normal;0;0;0
20180205;05/02/2018;2;2;1;0;0;1;normal;0;0;0
20180206;06/02/2018;2;3;1;0;0;1;normal;0;0;0
20180207;07/02/2018;2;4;1;0;0;1;normal;0;0;0
20180208;08/02/2018;2;5;1;0;0;1;normal;0;0;0
20180209;09/02/2018;2;6;1;0;0;1;normal;0;0;0
20180210;10/02/2018;2;7;0;1;0;1;normal;0;0;0
20180211;11/02/2018;2;1;0;0;1;1;normal;0;0;0
20180212;12/02/2018;2;2;1;0;0;1;ponte;0;1;0
20180213;13/02/2018;2;3;1;0;0;1;feriado;1;0;0
20180214;14/02/2018;2;4;1;0;0;1;feriado;1;0;0
20180215;15/02/2018;2;5;1;0;0;1;normal;0;0;0
20180216;16/02/2018;2;6;1;0;0;1;normal;0;0;0
20180217;17/02/2018;2;7;0;1;0;1;normal;0;0;0
20180218;18/02/2018;2;1;0;0;1;1;normal;0;0;0
20180219;19/02/2018;2;2;1;0;0;1;normal;0;0;0
20180220;20/02/2018;2;3;1;0;0;1;normal;0;0;0
20180221;21/02/2018;2;4;1;0;0;1;normal;0;0;0
20180222;22/02/2018;2;5;1;0;0;1;normal;0;0;0
20180223;23/02/2018;2;6;1;0;0;1;normal;0;0;0
20180224;24/02/2018;2;7;0;1;0;1;normal;0;0;0
20180225;25/02/2018;2;1;0;0;1;1;normal;0;0;0
20180226;26/02/2018;2;2;1;0;0;1;normal;0;0;0
20180227;27/02/2018;2;3;1;0;0;1;normal;0;0;0
20180228;28/02/2018;2;4;1;0;0;1;normal;0;0;0
20180301;01/03/2018;3;5;1;0;0;0;normal;0;0;0
20180302;02/03/2018;3;6;1;0;0;0;normal;0;0;0
20180303;03/03/2018;3;7;0;1;0;0;normal;0;0;0
20180304;04/03/2018;3;1;0;0;1;0;normal;0;0;0
20180305;05/03/2018;3;2;1;0;0;0;normal;0;0;0
20180306;06/03/2018;3;3;1;0;0;0;normal;0;0;0
20180307;07/03/2018;3;4;1;0;0;0;normal;0;0;0
20180308;08/03/2018;3;5;1;0;0;0;normal;0;0;0
20180309;09/03/2018;3;6;1;0;0;0;normal;0;0;0
20180310;10/03/2018;3;7;0;1;0;0;normal;0;0;0
20180311;11/03/2018;3;1;0;0;1;0;normal;0;0;0
20180312;12/03/2018;3;2;1;0;0;0;normal;0;0;0
20180313;13/03/2018;3;3;1;0;0;0;normal;0;0;0
20180314;14/03/2018;3;4;1;0;0;0;normal;0;0;0
20180315;15/03/2018;3;5;1;0;0;0;normal;0;0;0
20180316;16/03/2018;3;6;1;0;0;0;normal;0;0;0
20180317;17/03/2018;3;7;0;1;0;0;normal;0;0;0
20180318;18/03/2018;3;1;0;0;1;0;normal;0;0;0
20180319;19/03/2018;3;2;1;0;0;0;normal;0;0;0
20180320;20/03/2018;3;3;1;0;0;0;normal;0;0;0
20180321;21/03/2018;3;4;1;0;0;0;normal;0;0;0
20180322;22/03/2018;3;5;1;0;0;0;normal;0;0;0
20180323;23/03/2018;3;6;1;0;0;0;normal;0;0;0
20180324;24/03/2018;3;7;0;1;0;0;normal;0;0;0
20180325;25/03/2018;3;1;0;0;1;0;normal;0;0;0
20180326;26/03/2018;3;2;1;0;0;0;normal;0;0;0
20180327;27/03/2018;3;3;1;0;0;0;normal;0;0;0
20180328;28/03/2018;3;4;1;0;0;0;normal;0;0;0
20180329;29/03/2018;3;5;1;0;0;0;normal;0;0;0
20180330;30/03/2018;3;6;1;0;0;0;feriado;1;0;0
20180331;31/03/2018;3;7;0;1;0;0;normal;0;0;0
20180401;01/04/2018;4;1;0;0;1;0;normal;0;0;0
20180402;02/04/2018;4;2;1;0;0;0;normal;0;0;0
20180403;03/04/2018;4;3;1;0;0;0;normal;0;0;0
20180404;04/04/2018;4;4;1;0;0;0;normal;0;0;0
20180405;05/04/2018;4;5;1;0;0;0;normal;0;0;0
20180406;06/04/2018;4;6;1;0;0;0;normal;0;0;0
20180407;07/04/2018;4;7;0;1;0;0;normal;0;0;0
20180408;08/04/2018;4;1;0;0;1;0;normal;0;0;0
20180409;09/04/2018;4;2;1;0;0;0;normal;0;0;0
20180410;10/04/2018;4;3;1;0;0;0;normal;0;0;0
20180411;11/04/2018;4;4;1;0;0;0;normal;0;0;0
20180412;12/04/2018;4;5;1;0;0;0;normal;0;0;0
20180413;13/04/2018;4;6;1;0;0;0;normal;0;0;0
20180414;14/04/2018;4;7;0;1;0;0;normal;0;0;0
20180415;15/04/2018;4;1;0;0;1;0;normal;0;0;0
20180416;16/04/2018;4;2;1;0;0;0;normal;0;0;0
20180417;17/04/2018;4;3;1;0;0;0;normal;0;0;0
20180418;18/04/2018;4;4;1;0;0;0;normal;0;0;0
20180419;19/04/2018;4;5;1;0;0;0;normal;0;0;0
20180420;20/04/2018;4;6;1;0;0;0;normal;0;0;0
20180421;21/04/2018;4;7;0;1;0;0;feriado;1;0;0
20180422;22/04/2018;4;1;0;0;1;0;normal;0;0;0
20180423;23/04/2018;4;2;1;0;0;0;normal;0;0;0
20180424;24/04/2018;4;3;1;0;0;0;normal;0;0;0
20180425;25/04/2018;4;4;1;0;0;0;normal;0;0;0
20180426;26/04/2018;4;5;1;0;0;0;normal;0;0;0
20180427;27/04/2018;4;6;1;0;0;0;normal;0;0;0
20180428;28/04/2018;4;7;0;1;0;0;normal;0;0;0
20180429;29/04/2018;4;1;0;0;1;0;normal;0;0;0
20180430;30/04/2018;4;2;1;0;0;0;ponte;0;1;0
20180501;01/05/2018;5;3;1;0;0;0;feriado;1;0;0
20180502;02/05/2018;5;4;1;0;0;0;normal;0;0;0
20180503;03/05/2018;5;5;1;0;0;0;normal;0;0;0
20180504;04/05/2018;5;6;1;0;0;0;normal;0;0;0
20180505;05/05/2018;5;7;0;1;0;0;normal;0;0;0
20180506;06/05/2018;5;1;0;0;1;0;normal;0;0;0
20180507;07/05/2018;5;2;1;0;0;0;normal;0;0;0
20180508;08/05/2018;5;3;1;0;0;0;normal;0;0;0
20180509;09/05/2018;5;4;1;0;0;0;normal;0;0;0
20180510;10/05/2018;5;5;1;0;0;0;normal;0;0;0
20180511;11/05/2018;5;6;1;0;0;0;normal;0;0;0
20180512;12/05/2018;5;7;0;1;0;0;normal;0;0;0
20180513;13/05/2018;5;1;0;0;1;0;normal;0;0;0
20180514;14/05/2018;5;2;1;0;0;0;normal;0;0;0
20180515;15/05/2018;5;3;1;0;0;0;normal;0;0;0
20180516;16/05/2018;5;4;1;0;0;0;normal;0;0;0
20180517;17/05/2018;5;5;1;0;0;0;normal;0;0;0
20180518;18/05/2018;5;6;1;0;0;0;normal;0;0;0
20180519;19/05/2018;5;7;0;1;0;0;normal;0;0;0
20180520;20/05/2018;5;1;0;0;1;0;normal;0;0;0
20180521;21/05/2018;5;2;1;0;0;0;normal;0;0;0
20180522;22/05/2018;5;3;1;0;0;0;normal;0;0;0
20180523;23/05/2018;5;4;1;0;0;0;normal;0;0;0
20180524;24/05/2018;5;5;1;0;0;0;normal;0;0;0
20180525;25/05/2018;5;6;1;0;0;0;normal;0;0;0
20180526;26/05/2018;5;7;0;1;0;0;normal;0;0;0
20180527;27/05/2018;5;1;0;0;1;0;normal;0;0;0
20180528;28/05/2018;5;2;1;0;0;0;normal;0;0;0
20180529;29/05/2018;5;3;1;0;0;0;normal;0;0;0
20180530;30/05/2018;5;4;1;0;0;0;normal;0;0;0
20180531;31/05/2018;5;5;1;0;0;0;feriado;1;0;0
20180601;01/06/2018;6;6;1;0;0;0;ponte;0;1;0
20180602;02/06/2018;6;7;0;1;0;0;normal;0;0;0
20180603;03/06/2018;6;1;0;0;1;0;normal;0;0;0
20180604;04/06/2018;6;2;1;0;0;0;normal;0;0;0
20180605;05/06/2018;6;3;1;0;0;0;normal;0;0;0
20180606;06/06/2018;6;4;1;0;0;0;normal;0;0;0
20180607;07/06/2018;6;5;1;0;0;0;normal;0;0;0
20180608;08/06/2018;6;6;1;0;0;0;normal;0;0;0
20180609;09/06/2018;6;7;0;1;0;0;normal;0;0;0
20180610;10/06/2018;6;1;0;0;1;0;normal;0;0;0
20180611;11/06/2018;6;2;1;0;0;0;normal;0;0;0
20180612;12/06/2018;6;3;1;0;0;0;normal;0;0;0
20180613;13/06/2018;6;4;1;0;0;0;normal;0;0;0
20180614;14/06/2018;6;5;1;0;0;0;normal;0;0;0
20180615;15/06/2018;6;6;1;0;0;0;normal;0;0;0
20180616;16/06/2018;6;7;0;1;0;0;normal;0;0;0
20180617;17/06/2018;6;1;0;0;1;0;normal;0;0;0
20180618;18/06/2018;6;2;1;0;0;0;normal;0;0;0
20180619;19/06/2018;6;3;1;0;0;0;normal;0;0;0
20180620;20/06/2018;6;4;1;0;0;0;normal;0;0;0
20180621;21/06/2018;6;5;1;0;0;0;normal;0;0;0
20180622;22/06/2018;6;6;1;0;0;0;normal;0;0;0
20180623;23/06/2018;6;7;0;1;0;0;normal;0;0;0
20180624;24/06/2018;6;1;0;0;1;0;normal;0;0;0
20180625;25/06/2018;6;2;1;0;0;0;normal;0;0;0
20180626;26/06/2018;6;3;1;0;0;0;normal;0;0;0
20180627;27/06/2018;6;4;1;0;0;0;normal;0;0;0
20180628;28/06/2018;6;5;1;0;0;0;normal;0;0;0
20180629;29/06/2018;6;6;1;0;0;0;normal;0;0;0
20180630;30/06/2018;6;7;0;1;0;0;normal;0;0;0
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
