;linha;sistema;onibus;noturna;trilhos;metro;cptm;linha_trilho;linha1;linha2;linha3;linha4;linha5;linha6;linha7;linha8;linha9;linha10;linha11;linha12;linha13;linha14;linha15;preemb;area;area1;area2;area3;area4;area5;area6;area7;area8;
808;607A-21;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['607A-21'],label='607A-21')
809;607C-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['607C-10'],label='607C-10')
810;607G-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['607G-10'],label='607G-10')
811;607M-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['607M-10'],label='607M-10')
812;6080-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6080-10'],label='6080-10')
813;6083-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6083-10'],label='6083-10')
814;6084-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6084-10'],label='6084-10')
815;6084-21;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6084-21'],label='6084-21')
816;6091-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6091-10'],label='6091-10')
817;6091-21;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6091-21'],label='6091-21')
818;6091-51;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6091-51'],label='6091-51')
819;6092-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6092-10'],label='6092-10')
820;6093-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6093-10'],label='6093-10')
821;6099-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6099-10'],label='6099-10')
822;609F-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['609F-10'],label='609F-10')
823;609F-21;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['609F-21'],label='609F-21')
824;609J-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['609J-10'],label='609J-10')
825;609R-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['609R-10'],label='609R-10')
826;6110-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6110-10'],label='6110-10')
827;6115-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6115-10'],label='6115-10')
828;6115-41;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6115-41'],label='6115-41')
829;6116-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6116-10'],label='6116-10')
830;6118-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6118-10'],label='6118-10')
831;6120-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6120-10'],label='6120-10')
832;6200-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6200-10'],label='6200-10')
833;6232-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1;sns.distplot(diaLinha['6232-10'],label='6232-10')
834;6250-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1;sns.distplot(diaLinha['6250-10'],label='6250-10')
835;6258-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6258-10'],label='6258-10')
836;6258-31;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6258-31'],label='6258-31')
837;6262-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1;sns.distplot(diaLinha['6262-10'],label='6262-10')
838;6262-21;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1;sns.distplot(diaLinha['6262-21'],label='6262-21')
839;627J-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['627J-10'],label='627J-10')
840;6291-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6291-10'],label='6291-10')
841;6338-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6338-10'],label='6338-10')
842;6338-21;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6338-21'],label='6338-21')
843;6358-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6358-10'],label='6358-10')
844;6358-41;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6358-41'],label='6358-41')
845;6366-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6366-10'],label='6366-10')
846;637A-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['637A-10'],label='637A-10')
847;637A-21;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['637A-21'],label='637A-21')
848;637A-22;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['637A-22'],label='637A-22')
849;637A-25;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['637A-25'],label='637A-25')
850;637A-26;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['637A-26'],label='637A-26')
851;637G-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['637G-10'],label='637G-10')
852;637G-51;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['637G-51'],label='637G-51')
853;637J-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['637J-10'],label='637J-10')
854;637P-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['637P-10'],label='637P-10')
855;637R-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['637R-10'],label='637R-10')
856;637V-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['637V-10'],label='637V-10')
857;6400-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6400-10'],label='6400-10')
858;6401-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6401-10'],label='6401-10')
859;6403-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6403-10'],label='6403-10')
860;6412-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1;sns.distplot(diaLinha['6412-10'],label='6412-10')
861;6412-21;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1;sns.distplot(diaLinha['6412-21'],label='6412-21')
862;6414-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6414-10'],label='6414-10')
863;6418-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1;sns.distplot(diaLinha['6418-10'],label='6418-10')
864;6418-31;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1;sns.distplot(diaLinha['6418-31'],label='6418-31')
865;6422-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6422-10'],label='6422-10')
866;6450-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6450-10'],label='6450-10')
867;6450-21;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6450-21'],label='6450-21')
868;6450-51;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6450-51'],label='6450-51')
869;6451-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6451-10'],label='6451-10')
870;6451-21;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6451-21'],label='6451-21')
871;6455-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6455-10'],label='6455-10')
872;6455-21;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6455-21'],label='6455-21')
873;6475-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6475-10'],label='6475-10')
874;6475-21;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6475-21'],label='6475-21')
875;647A-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['647A-10'],label='647A-10')
876;647C-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['647C-10'],label='647C-10')
877;647P-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['647P-10'],label='647P-10')
878;648P-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['648P-10'],label='648P-10')
879;648P-21;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['648P-21'],label='648P-21')
880;6500-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6500-10'],label='6500-10')
881;6505-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6505-10'],label='6505-10')
882;669A-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['669A-10'],label='669A-10')
883;6726-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6726-10'],label='6726-10')
884;675A-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['675A-10'],label='675A-10')
885;675G-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['675G-10'],label='675G-10')
886;675G-22;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['675G-22'],label='675G-22')
887;675G-41;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['675G-41'],label='675G-41')
888;675I-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['675I-10'],label='675I-10')
889;675K-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['675K-10'],label='675K-10')
890;675K-21;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['675K-21'],label='675K-21')
891;675K-23;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['675K-23'],label='675K-23')
892;675L-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['675L-10'],label='675L-10')
893;675M-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['675M-10'],label='675M-10')
894;675N-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['675N-10'],label='675N-10')
895;675P-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['675P-10'],label='675P-10')
896;675R-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['675R-10'],label='675R-10')
897;675V-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['675V-10'],label='675V-10')
898;675V-21;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['675V-21'],label='675V-21')
899;675X-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['675X-10'],label='675X-10')
900;675Z-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['675Z-10'],label='675Z-10')
901;677A-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['677A-10'],label='677A-10')
902;677A-23;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['677A-23'],label='677A-23')
903;677V-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['677V-10'],label='677V-10')
904;677Y-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['677Y-10'],label='677Y-10')
905;6801-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6801-10'],label='6801-10')
906;6801-51;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6801-51'],label='6801-51')
907;6803-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6803-10'],label='6803-10')
908;6804-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6804-10'],label='6804-10')
909;6805-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6805-10'],label='6805-10')
910;6805-31;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6805-31'],label='6805-31')
911;6806-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6806-10'],label='6806-10')
912;6812-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6812-10'],label='6812-10')
913;6813-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6813-10'],label='6813-10')
914;6815-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6815-10'],label='6815-10')
915;6816-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6816-10'],label='6816-10')
916;6816-31;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6816-31'],label='6816-31')
917;6817-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6817-10'],label='6817-10')
918;6818-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6818-10'],label='6818-10')
919;6820-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6820-10'],label='6820-10')
920;6820-31;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6820-31'],label='6820-31')
921;6821-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6821-10'],label='6821-10')
922;6822-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6822-10'],label='6822-10')
923;6823-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6823-10'],label='6823-10')
924;6824-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6824-10'],label='6824-10')
925;6825-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6825-10'],label='6825-10')
926;6826-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6826-10'],label='6826-10')
927;6835-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6835-10'],label='6835-10')
928;6835-31;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6835-31'],label='6835-31')
929;6836-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6836-10'],label='6836-10')
930;6837-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1;sns.distplot(diaLinha['6837-10'],label='6837-10')
931;6840-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['6840-10'],label='6840-10')
932;6913-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6913-10'],label='6913-10')
933;6913-21;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6913-21'],label='6913-21')
934;695D-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['695D-10'],label='695D-10')
935;695H-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['695H-10'],label='695H-10')
936;695T-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['695T-10'],label='695T-10')
937;695T-51;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['695T-51'],label='695T-51')
938;695V-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;sns.distplot(diaLinha['695V-10'],label='695V-10')
939;695X-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['695X-10'],label='695X-10')
940;695X-22;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['695X-22'],label='695X-22')
941;695Y-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['695Y-10'],label='695Y-10')
942;695Y-21;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['695Y-21'],label='695Y-21')
943;695Y-22;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['695Y-22'],label='695Y-22')
944;695Y-41;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['695Y-41'],label='695Y-41')
945;6960-10;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6960-10'],label='6960-10')
946;6960-21;onibus;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;sns.distplot(diaLinha['6960-21'],label='6960-21')
